run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,49.02,7417.19020408163,2177.316,875441.742142857,2245.958,4814527.65009569,3756.6966,6344872907.27184,0.937869504074575,0.000248687326416774,0.251191018375932,0,1,0,1,0,0.94716,1.91475815131727e-05,2108.44,3126.05,7047.14466666667,2235075.69880202,0.898975514994295,1,0,0,0.0128986876767677,0.795510204081633,7053.40422857143,6990.47554693878,2874.99421881633,9.34818675620001e-05,0.000106607739931679,0,0,0.00013566693877551
2,50,9191.40571428571,6605.736,818804.072771429,6640.486,9924036.63762504,7127.3282,1606543079.6361,0.989210286968386,0.000158168003080049,0.701274528105771,0,1,0,1,0,0.943784,2.08993177187094e-05,6572.68,1085.778,2692.12422222222,438907.909355556,0.984066166948436,1,0,0,0.0134286012121212,0,8801.22031020409,8310.97347346939,2832.8863497551,3.57142569432486e-05,0.000106261430167722,0,0,0.000186128718367347
3,50,8916.54081632653,9776.02,1035585.87222857,9803.654,6961982.2960448,9910.7578,46898963.6159244,0.994716563917086,9.6675345040089e-05,0.94700208851556,0,1,0,1,0,0.949656,1.62931243158785e-05,9753.5,893.996,2316.338,29521.9307777778,0.99152574240341,1,0,0,0.0119912177777778,0,8113.52530612246,7423.37763673467,1557.46945832652,2.81708290931415e-05,8.59837822998298e-05,0,0,0.00018573067755102
4,50,5741.72285714286,11963.08,939360.865812245,11985.238,3721771.96281325,11991.542,13545407.5579563,0.996386413928304,5.72674546594016e-05,1.06764455407472,0,0.99976,2.88000000000001e-10,0.99968,1.01135802469136e-10,0.945936,1.99110752844535e-05,11945.54,831.152,1947.40866666667,18416.9088767677,0.995113856305312,1,2.4e-06,1.42222222222222e-06,0.0125674682828283,0,5903.6,5596.43015918368,1230.41596734695,2.07111377054135e-05,5.08019774370491e-05,2.88000000000001e-06,5.12000000000001e-06,0.000190622759183673
5,50,7590.10448979592,13608.068,1083037.28953469,13638.366,10479249.701153,13592.1122,20276379.4738413,0.995979245049993,4.60273320774955e-05,1.12896617174966,0,1,0,0.99996,3.20000000000001e-11,0.94608,1.96381775704627e-05,13584.24,956.716,2683.55266666667,58812.4911616162,0.993628532857608,1,0,8.00000000000001e-07,0.0129664872727273,0,7033.76589387754,5699.90473877551,1290.26996036735,1.39505059717203e-05,5.42693100676781e-05,0,8.00000000000001e-08,0.000197358367346938
6,47.36,8831.32612244898,2108.008,2662524.63985306,2212.614,12825811.9859221,3755.8456,7065395034.09202,0.892612583153709,0.000274091073095517,0.236685774927521,0,1,0,1,0,0.949812,1.30114367216946e-05,1987.02,8974.488,16640.1033333333,2244762.62487273,0.845328011233062,1,0,0,0.0115330076767677,1.70448979591837,9292.84238367348,9040.94694285714,3941.73013942857,9.10437498703816e-05,0.000124341914003416,0,0,0.000140619444897959
7,50,8824.25510204082,6566.776,1922918.87513878,6624.38,8867055.77446208,7142.1322,977836422.680494,0.980516618266148,8.44140080014095e-05,0.694422860009133,0,1,0,1,0,0.948796,1.45890117017297e-05,6505.9,2836.758,5427.59555555556,433076.599606061,0.973444796634553,1,0,0,0.0118275272727273,0,9191.93410612246,9127.98326530611,2861.95256444898,2.45888395268565e-05,9.89393493679794e-05,0,0,0.000140100391836735
8,50,7822.58,9703.924,2710551.14279184,9757.198,13804898.7150781,9910.8498,47698057.2032298,0.989502399229225,6.20670709653305e-05,0.93751147070392,0,1,0,1,0,0.946312,1.76846668621959e-05,9658.54,2009.408,4836.71,30437.937549495,0.984145897535363,1,0,0,0.0125585034343434,0,7966.08145306122,7681.58346530611,1485.62639383673,2.09675998398802e-05,7.33430287033682e-05,0,0,0.000176204342857143
9,50,7440.31877551021,11940.156,2566199.13773061,11985.484,14253616.1717237,11985.74,18551922.6901223,0.992628688140108,5.45981675970175e-05,1.06379984157651,0,1,0,1,0,0.950048,1.60338935322635e-05,11902.26,1704.468,4106.43066666667,18814.0332565657,0.989562842838148,1,0,0,0.0123164525252525,0,7867.06659591836,6994.28790204081,1312.28517959185,1.84432823640314e-05,6.24610814207967e-05,0,0,0.000143009893877551
10,50,5082.54857142857,13569.08,1654651.6058,13615.582,13352993.3900584,13591.9256,13970416.5148752,0.994241529324941,4.32234909155591e-05,1.12536112523294,0,1,0,1,0,0.94456,1.62620665077991e-05,13537.68,1398.654,4094.92688888889,58547.3110343434,0.990651197372192,1,0,0,0.0132947232323232,0,4932.64326530613,4539.95620000001,640.645857795916,1.1885190106747e-05,3.94523687582468e-05,0,0,0.000125704489795918
